Resource,Zone,Retrofit_Id,StartCap,RetCap,RetroCap,NewCap,EndCap,CapacityConstraintDual,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
InternalCombustion_MethaneBio_E_Existing,5,None,11.2,0.0,0.0,0.0,11.2,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CombinedCycle_NaturalGas_F_Existing,6,None,3648.0,0.0,0.0,0.0,3648.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CombinedCycle_NaturalGas_F_New,6,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InternalCombustion_MethaneBio_F_Existing,6,None,15.2,0.0,0.0,0.0,15.2,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SteamTurbine_Refuse_F_Existing,6,None,14.4,0.0,0.0,0.0,14.4,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CombinedCycle_NaturalGas_G_Existing,7,None,1946.9,424.84897162533963,0.0,0.0,1522.0510283746605,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CombinedCycle_NaturalGas_G_New,7,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CombustionTurbine_Kerosene_G_Existing,7,None,21.6,0.0,0.0,0.0,21.6,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CombustionTurbine_Kerosene_G_New,7,None,0.0,0.0,0.0,6241.71396377818,6241.71396377818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CombustionTurbine_NaturalGas_G_Existing,7,None,21.6,21.6,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CombustionTurbine_NaturalGas_G_New,7,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SteamTurbine_NaturalGas_G_Existing,7,None,3016.0,0.0,0.0,0.0,3016.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SteamTurbine_Refuse_G_Existing,7,None,9.2,0.0,0.0,0.0,9.2,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JetEngine_nan_G_Existing,7,None,88.4,0.0,0.0,0.0,88.4,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SteamTurbine_Refuse_H_Existing,8,None,59.7,0.0,0.0,0.0,59.7,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CombinedCycle_NaturalGas_J_Existing,10,None,3739.2,3739.2,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CombinedCycle_NaturalGas_J_New,10,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CombustionTurbine_NaturalGas_J_Existing,10,None,1195.1,0.0,0.0,0.0,1195.1,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CombustionTurbine_NaturalGas_J_New,10,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InternalCombustion_NaturalGas_J_Existing,10,None,11.1,11.1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SteamTurbine_NaturalGas_J_Existing,10,None,3010.9,0.0,0.0,0.0,3010.9,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JetEngine_nan_J_Existing,10,None,1223.0,0.0,0.0,0.0,1223.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CombinedCycle_NaturalGas_K_Existing,11,None,806.6,806.6,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CombinedCycle_NaturalGas_K_New,11,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CombustionTurbine_FuelOil2_K_Existing,11,None,526.9,0.0,0.0,0.0,526.9,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CombustionTurbine_FuelOil2_K_New,11,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CombustionTurbine_Kerosene_K_Existing,11,None,18.2,0.0,0.0,0.0,18.2,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CombustionTurbine_Kerosene_K_New,11,None,0.0,0.0,0.0,5686.977421356635,5686.977421356635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CombustionTurbine_NaturalGas_K_Existing,11,None,702.0,0.0,0.0,0.0,702.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CombustionTurbine_NaturalGas_K_New,11,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InternalCombustion_FuelOil2_K_Existing,11,None,19.1,19.1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InternalCombustion_NaturalGas_K_Existing,11,None,29.4,29.4,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SteamTurbine_NaturalGas_K_Existing,11,None,2300.0,0.0,0.0,0.0,2300.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SteamTurbine_Refuse_K_Existing,11,None,136.1,0.0,0.0,0.0,136.1,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JetEngine_nan_K_Existing,11,None,949.1,0.0,0.0,0.0,949.1,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuclear_B_Existing,2,None,614.0,614.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuclear_B_New,2,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuclear_C_Existing,3,None,1523.8,1523.8,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuclear_C_New,3,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_A_Existing,1,None,54.4,0.0,0.0,0.0,54.4,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_A_New,1,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_B_Existing,2,None,54.4,0.0,0.0,0.0,54.4,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_B_New,2,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_C_Existing,3,None,54.4,0.0,0.0,0.0,54.4,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_C_New,3,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_D_Existing,4,None,54.4,54.4,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_D_New,4,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_E_Existing,5,None,54.4,0.0,0.0,0.0,54.4,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_E_New,5,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_F_Existing,6,None,54.4,0.0,0.0,0.0,54.4,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_F_New,6,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_G_Existing,7,None,54.4,0.0,0.0,0.0,54.4,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_G_New,7,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_H_Existing,8,None,54.4,0.0,0.0,0.0,54.4,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_H_New,8,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_I_Existing,9,None,54.4,0.0,0.0,0.0,54.4,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_I_New,9,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_J_Existing,10,None,54.4,0.0,0.0,0.0,54.4,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_J_New,10,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_K_Existing,11,None,54.4,54.4,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarUtility_K_New,11,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_A_Existing,1,None,40.0,1.869305801152331,0.0,0.0,38.13069419884767,-0.0,160.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0
Battery_A_New,1,None,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_C_Existing,3,None,2.0,0.1618396319263968,0.0,0.0,1.8381603680736032,-0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Battery_C_New,3,None,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_D_Existing,4,None,20.0,1.61839631926397,0.0,0.0,18.38160368073603,-0.0,80.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0
Battery_D_New,4,None,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_F_Existing,6,None,40.0,3.23679263852794,0.0,0.0,36.76320736147206,-0.0,160.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0
Battery_F_New,6,None,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery_G_Existing,7,None,3.0,0.24275944788959533,0.0,0.0,2.757240552110405,-0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Battery_G_New,7,None,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,n/a,n/a,33802.399999999994,7422.5780654640985,0.0,14105.396095094731,40485.21802963063,n/a,420.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0
