Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_A,Demand_MW_B,Demand_MW_C,Demand_MW_D,Demand_MW_E,Demand_MW_F,Demand_MW_G,Demand_MW_H,Demand_MW_I,Demand_MW_J,Demand_MW_K
,,,,,,,5038,2297.6,1677.9,2313.8,574.0,1219.3,2029.6,1751.3,522.1,1172.4,9454.3,4199.9
,,,,,,,5039,2157.6,1533.4,2131.1,570.0,1130.0,1849.7,1590.2,480.0,1083.6,9037.3,3825.5
,,,,,,,5040,1978.2,1402.2,1968.2,550.3,1039.1,1710.6,1455.4,427.4,992.1,8489.5,3446.0
,,,,,,,5041,1854.1,1297.6,1842.9,538.7,986.1,1598.3,1330.2,383.9,916.9,7992.4,3162.4
,,,,,,,5042,1790.3,1221.5,1754.3,520.2,937.9,1528.0,1237.5,359.1,866.1,7606.2,2965.0
,,,,,,,5043,1742.5,1165.0,1700.6,502.5,908.3,1478.9,1172.3,343.1,826.9,7349.0,2822.8
,,,,,,,5044,1704.1,1127.8,1657.8,520.2,887.4,1453.5,1130.7,332.5,798.8,7197.9,2720.1
,,,,,,,5045,1696.6,1120.6,1665.3,504.0,890.4,1457.5,1104.7,325.0,784.7,7156.0,2696.9
,,,,,,,5046,1746.8,1159.8,1733.6,494.4,928.5,1498.7,1128.3,333.0,802.7,7349.9,2744.5
,,,,,,,5047,1860.5,1222.5,1877.4,509.4,1002.2,1597.1,1189.7,361.3,862.9,7806.1,2871.6
,,,,,,,5048,1975.4,1331.6,2052.2,557.2,1087.0,1718.4,1313.9,393.5,951.6,8444.5,3146.5
,,,,,,,5049,2040.4,1424.5,2193.6,507.7,1155.6,1808.1,1439.8,423.6,1016.7,9002.9,3448.0
,,,,,,,5050,2081.5,1492.9,2315.1,550.9,1216.0,1891.9,1546.0,471.0,1084.2,9436.5,3758.1
,,,,,,,5051,2132.6,1524.9,2442.6,564.7,1256.9,1981.6,1677.2,507.3,1147.3,9779.5,4111.6
,,,,,,,5052,2188.1,1555.0,2558.8,574.2,1309.9,2064.0,1815.7,544.4,1208.6,10059.4,4424.7
,,,,,,,5053,2242.0,1568.3,2610.6,578.6,1329.2,2138.5,1924.2,577.4,1253.7,10258.9,4653.0
,,,,,,,5054,2284.3,1596.9,2629.1,582.9,1366.4,2204.6,1992.4,613.1,1311.4,10406.7,4769.5
,,,,,,,5055,2331.0,1638.2,2529.4,608.6,1362.4,2195.3,2049.8,623.2,1392.0,10371.7,4869.4
,,,,,,,5056,2308.2,1673.9,2460.8,604.4,1303.6,2211.0,2069.0,614.0,1371.9,10229.0,4967.6
,,,,,,,5057,2293.7,1662.2,2485.8,603.2,1303.2,2263.7,2077.4,609.1,1386.2,10347.7,5019.4
,,,,,,,5058,2288.1,1612.9,2507.8,583.7,1308.6,2294.2,2106.5,603.4,1389.2,10338.8,5035.2
,,,,,,,5059,2272.7,1569.2,2435.2,602.2,1279.3,2223.6,2090.7,602.7,1343.4,10051.9,4951.0
,,,,,,,5060,2229.1,1524.1,2355.3,591.5,1293.8,2115.3,1997.0,570.5,1290.8,9762.2,4715.7
,,,,,,,5061,2171.1,1488.6,2259.4,591.2,1249.1,2049.3,1914.6,550.5,1260.1,9564.8,4516.6
,,,,,,,5062,2143.8,1437.6,2152.6,583.2,1159.7,1953.4,1791.0,522.7,1225.2,9385.7,4274.2
,,,,,,,5063,2038.4,1324.1,2030.9,562.4,1080.3,1824.5,1620.1,482.8,1147.5,8938.9,3911.0
,,,,,,,5064,1894.2,1216.9,1879.2,534.9,1006.0,1696.5,1453.5,436.2,1065.0,8353.0,3532.5
,,,,,,,5065,1790.9,1137.1,1777.8,496.4,963.0,1591.0,1309.5,390.6,987.3,7829.8,3216.0
,,,,,,,5066,1709.9,1080.2,1703.2,495.0,927.6,1536.9,1219.4,365.1,926.9,7424.1,2988.0
,,,,,,,5067,1653.7,1041.5,1650.4,517.2,888.8,1480.6,1153.1,343.2,883.9,7125.2,2819.6
,,,,,,,5068,1612.8,1019.3,1623.3,515.5,871.0,1435.1,1105.4,328.6,852.4,6958.2,2718.0
,,,,,,,5069,1609.2,1021.5,1646.3,515.3,873.2,1447.6,1087.2,321.1,835.4,6900.4,2674.0
,,,,,,,5070,1668.8,1063.9,1723.2,523.5,916.1,1506.1,1105.8,331.9,848.5,7078.7,2705.3
,,,,,,,5071,1779.1,1120.5,1823.8,504.2,991.6,1604.9,1166.0,354.6,872.3,7573.9,2824.7
,,,,,,,5072,1845.3,1209.2,1944.4,546.8,1045.6,1702.5,1269.1,378.4,945.7,8183.1,3085.6
,,,,,,,5073,1921.0,1273.3,2010.7,500.0,1079.7,1745.9,1359.9,409.4,1017.9,8682.6,3350.6
,,,,,,,5074,2013.2,1331.1,2084.3,549.5,1114.4,1805.8,1446.8,427.6,1060.0,8978.7,3621.1
,,,,,,,5075,2118.3,1378.5,2158.2,548.2,1137.6,1853.1,1541.9,460.1,1107.8,9283.0,3906.9
,,,,,,,5076,2188.7,1425.8,2205.2,553.8,1158.7,1869.8,1604.9,495.9,1145.3,9538.6,4165.6
,,,,,,,5077,2219.9,1481.1,2257.1,555.4,1164.9,1878.5,1647.1,521.5,1187.1,9733.1,4381.7
,,,,,,,5078,2272.6,1543.9,2319.0,564.5,1175.9,1876.6,1660.7,525.5,1221.4,9895.1,4556.8
,,,,,,,5079,2314.4,1578.2,2342.0,586.4,1166.8,1823.1,1618.9,502.8,1194.3,9895.4,4691.2
,,,,,,,5080,2323.1,1592.9,2361.3,586.2,1164.7,1844.6,1574.3,491.3,1155.4,9385.3,4716.6
,,,,,,,5081,2359.8,1598.2,2370.3,585.9,1180.1,1915.0,1625.3,469.5,1051.2,9076.0,4546.7
,,,,,,,5082,2352.0,1607.3,2384.8,589.3,1180.0,1963.8,1604.6,451.6,1009.7,8858.0,4249.5
,,,,,,,5083,2301.4,1582.3,2343.1,582.1,1171.6,1977.1,1546.8,439.9,978.7,8573.8,3997.3
,,,,,,,5084,2221.8,1509.4,2281.7,582.7,1140.3,1938.3,1497.2,432.0,960.8,8378.5,3783.2
,,,,,,,5085,2138.3,1430.7,2212.0,547.0,1125.9,1894.5,1467.6,433.0,948.8,8270.1,3698.6
,,,,,,,5086,2094.1,1376.2,2127.3,535.4,1082.9,1826.6,1407.4,420.5,920.9,8113.8,3530.4
,,,,,,,5087,1973.5,1254.7,1955.3,516.4,1001.5,1678.6,1311.2,386.1,858.2,7806.8,3245.9
,,,,,,,5088,1801.9,1151.8,1778.3,510.0,907.5,1535.5,1203.1,350.3,796.3,7371.3,2945.9
,,,,,,,5089,1676.2,1076.2,1702.2,508.6,843.5,1416.4,1099.6,321.5,743.0,6951.6,2693.3
,,,,,,,5090,1594.4,1016.3,1639.5,501.6,799.2,1357.8,1027.8,304.8,709.0,6634.0,2528.3
,,,,,,,5091,1541.4,978.4,1574.8,493.3,781.6,1310.8,989.4,289.7,680.6,6435.2,2416.3
,,,,,,,5092,1502.7,958.4,1539.7,501.7,771.5,1279.6,967.9,279.3,661.6,6322.1,2348.1
,,,,,,,5093,1492.2,962.0,1555.7,501.9,775.7,1287.3,966.5,279.5,658.8,6290.3,2344.8
,,,,,,,5094,1536.1,1002.4,1623.8,508.4,794.7,1324.8,1000.6,289.1,682.0,6480.7,2411.6
,,,,,,,5095,1638.2,1046.7,1748.7,487.3,872.5,1399.1,1058.5,319.9,734.0,6957.7,2524.3
,,,,,,,5096,1758.8,1142.8,1869.9,502.7,944.7,1501.0,1149.0,343.1,793.6,7494.6,2714.2
,,,,,,,5097,1861.8,1223.7,1957.5,543.9,980.2,1557.6,1217.4,362.5,832.2,7932.6,2902.2
,,,,,,,5098,1946.1,1284.8,1988.9,521.9,1010.5,1590.5,1281.3,375.1,862.1,8218.5,3058.9
,,,,,,,5099,2049.8,1339.8,2081.0,522.7,1049.0,1627.0,1358.2,403.0,904.7,8406.6,3217.2
,,,,,,,5100,2112.5,1389.8,2136.1,522.1,1073.6,1664.2,1428.6,426.1,945.2,8580.1,3414.1
,,,,,,,5101,2159.9,1431.2,2194.0,523.6,1094.7,1694.0,1509.4,448.0,981.5,8693.6,3635.1
,,,,,,,5102,2223.8,1477.3,2259.8,524.5,1111.0,1744.2,1593.5,471.7,1014.8,8798.6,3862.9
,,,,,,,5103,2264.8,1504.1,2282.1,528.3,1123.9,1798.1,1666.5,490.5,1053.2,8928.0,4056.3
,,,,,,,5104,2281.3,1518.1,2291.0,564.6,1119.5,1841.2,1727.4,514.0,1086.4,9109.4,4240.7
,,,,,,,5105,2303.7,1526.0,2310.2,569.8,1136.4,1884.0,1771.5,518.6,1109.5,9154.7,4415.4
,,,,,,,5106,2295.4,1528.1,2316.1,559.9,1159.6,1932.7,1800.2,519.9,1115.0,9061.2,4427.0
,,,,,,,5107,2244.8,1499.2,2264.0,542.8,1173.3,1940.1,1779.8,510.0,1096.4,8754.4,4295.4
,,,,,,,5108,2163.4,1432.4,2198.2,540.8,1151.0,1910.4,1706.7,487.0,1054.5,8489.4,4134.6
,,,,,,,5109,2079.3,1363.2,2127.4,535.3,1114.1,1872.7,1639.6,468.0,1021.9,8288.1,3973.4
,,,,,,,5110,2026.5,1306.9,2039.6,516.8,1056.0,1792.6,1551.8,448.1,985.8,8097.2,3757.0
,,,,,,,5111,1881.3,1192.6,1878.8,498.2,977.4,1645.5,1402.4,415.7,916.5,7744.4,3415.0
,,,,,,,5112,1714.6,1090.2,1713.6,500.8,875.0,1496.5,1262.7,374.0,841.9,7293.0,3064.0
,,,,,,,5113,1602.4,1014.0,1611.7,501.1,814.2,1389.4,1144.7,340.3,774.8,6888.9,2783.5
,,,,,,,5114,1534.7,959.6,1536.5,494.6,767.3,1320.6,1069.6,319.0,731.5,6592.2,2582.8
,,,,,,,5115,1493.0,928.2,1484.4,490.3,736.3,1278.3,1012.7,306.7,699.8,6378.1,2441.3
,,,,,,,5116,1455.6,912.6,1459.3,474.9,726.8,1255.8,974.6,291.6,671.2,6250.5,2360.2
,,,,,,,5117,1461.1,914.9,1472.8,480.2,730.9,1257.2,965.1,289.0,660.2,6237.8,2352.4
,,,,,,,5118,1495.1,950.0,1536.5,467.1,754.5,1287.5,988.7,294.7,677.1,6457.0,2397.0
,,,,,,,5119,1574.2,989.6,1633.2,473.6,818.7,1373.3,1035.1,318.0,718.0,6915.3,2504.4
,,,,,,,5120,1691.0,1070.9,1759.8,521.4,886.9,1472.8,1122.5,344.7,779.8,7424.6,2719.1
,,,,,,,5121,1792.2,1139.5,1850.8,502.1,935.6,1522.1,1205.9,368.7,824.7,7836.1,2912.2
,,,,,,,5122,1872.2,1197.9,1895.5,511.2,963.0,1540.1,1269.9,391.5,869.4,8112.6,3114.9
,,,,,,,5123,1982.5,1255.7,1991.4,554.5,992.5,1574.7,1335.6,420.2,897.2,8296.7,3273.7
,,,,,,,5124,2064.4,1307.0,2053.2,556.0,1002.8,1616.5,1417.1,441.2,926.4,8465.3,3429.4
,,,,,,,5125,2140.1,1354.3,2101.5,559.8,1019.0,1636.6,1496.6,460.6,953.9,8579.1,3549.9
,,,,,,,5126,2221.0,1408.1,2161.7,556.8,1049.0,1694.9,1581.8,482.9,995.8,8700.9,3687.4
,,,,,,,5127,2291.0,1454.0,2215.3,544.4,1071.6,1749.3,1654.1,505.3,1035.4,8792.7,3823.9
,,,,,,,5128,2312.9,1492.2,2254.3,549.4,1084.2,1805.8,1683.0,515.8,1051.2,8810.4,3924.3
,,,,,,,5129,2324.6,1515.0,2288.9,560.1,1103.7,1882.3,1717.9,516.1,1035.3,8837.9,4040.3
,,,,,,,5130,2300.2,1514.1,2286.5,538.7,1132.8,1920.4,1737.3,504.2,1016.3,8789.0,4099.8
,,,,,,,5131,2253.6,1480.6,2240.0,546.8,1135.8,1919.7,1685.4,484.4,990.4,8445.7,4020.1
,,,,,,,5132,2174.0,1416.2,2173.6,540.1,1121.9,1896.2,1621.3,453.7,945.5,8098.1,3821.9
,,,,,,,5133,2079.2,1350.3,2107.4,545.7,1103.0,1862.3,1571.4,442.2,922.6,7938.3,3689.6
,,,,,,,5134,2042.4,1304.1,2043.3,563.3,1047.4,1788.1,1493.2,424.1,890.2,7823.2,3540.7
,,,,,,,5135,1912.1,1204.9,1910.7,523.8,973.7,1661.7,1387.0,403.4,851.2,7565.6,3291.6
,,,,,,,5136,1765.2,1109.7,1767.0,502.0,901.6,1537.8,1263.3,373.4,797.5,7213.9,3017.4
,,,,,,,5137,1650.0,1028.7,1664.8,470.2,857.6,1442.8,1150.2,343.3,743.1,6831.4,2767.4
,,,,,,,5138,1568.1,971.7,1582.6,468.2,815.0,1367.9,1071.7,321.0,702.4,6537.4,2570.3
,,,,,,,5139,1510.5,930.7,1540.8,488.9,778.8,1329.6,1017.4,302.5,667.0,6327.5,2434.4
,,,,,,,5140,1467.7,907.7,1505.4,488.3,767.1,1309.8,985.7,285.4,647.8,6178.7,2351.4
,,,,,,,5141,1437.6,899.3,1498.8,483.0,725.0,1298.1,969.5,272.8,633.5,6087.9,2305.9
,,,,,,,5142,1436.6,902.4,1502.0,461.0,687.5,1301.7,975.3,273.1,636.1,6092.9,2294.7
,,,,,,,5143,1442.2,911.4,1527.5,490.7,710.2,1325.9,988.4,281.1,650.6,6218.4,2329.5
,,,,,,,5144,1528.7,973.4,1630.9,493.7,776.9,1385.1,1050.2,300.6,696.0,6541.6,2521.8
,,,,,,,5145,1657.8,1056.6,1756.6,489.1,836.4,1486.9,1132.9,338.6,757.2,6933.5,2828.3
,,,,,,,5146,1752.4,1141.7,1857.2,490.4,884.3,1543.4,1221.9,360.9,815.3,7283.1,3109.0
,,,,,,,5147,1831.7,1204.9,1945.0,495.7,924.2,1584.5,1323.9,383.3,866.3,7603.7,3381.1
,,,,,,,5148,1914.8,1266.8,2025.2,514.0,953.3,1645.7,1436.3,411.9,908.6,7818.6,3628.2
,,,,,,,5149,1974.0,1313.3,2088.5,529.6,978.1,1690.1,1532.9,445.7,946.0,7946.9,3823.3
,,,,,,,5150,2027.4,1360.6,2125.1,507.4,1000.5,1718.5,1598.3,466.7,971.1,8038.3,3962.3
,,,,,,,5151,2071.1,1398.4,2152.0,515.0,998.9,1716.6,1648.4,484.7,998.0,8116.7,4076.1
,,,,,,,5152,2110.5,1432.0,2189.9,516.1,1010.6,1761.6,1682.8,496.3,1024.3,8166.5,4155.2
,,,,,,,5153,2137.3,1471.6,2210.5,525.8,1027.7,1775.3,1707.3,502.4,1042.4,8216.4,4237.3
,,,,,,,5154,2143.7,1492.8,2217.8,529.8,1045.1,1786.9,1719.1,498.5,1049.6,8210.2,4273.0
,,,,,,,5155,2099.3,1484.1,2196.9,548.8,1037.1,1780.6,1679.9,482.9,1030.1,8102.7,4203.3
,,,,,,,5156,2025.1,1432.6,2128.2,548.7,1005.1,1775.7,1586.4,458.6,996.7,7896.3,3999.9
,,,,,,,5157,1965.3,1375.0,2060.3,530.1,983.4,1751.4,1508.4,446.2,977.3,7792.7,3862.2
,,,,,,,5158,1937.8,1334.5,1990.9,513.7,939.9,1693.9,1431.0,415.1,950.4,7756.2,3733.2
,,,,,,,5159,1858.0,1247.1,1867.3,500.6,877.7,1585.2,1320.3,393.2,895.8,7594.3,3498.8
,,,,,,,5160,1737.2,1147.6,1736.3,489.9,834.5,1471.6,1218.2,355.7,802.1,7226.6,3242.4
,,,,,,,5161,1622.7,1063.9,1630.7,496.4,804.6,1381.9,1126.1,320.9,746.9,6645.2,2960.8
,,,,,,,5162,1551.1,996.9,1562.5,503.9,764.3,1319.9,1049.0,305.3,714.9,6396.9,2724.1
,,,,,,,5163,1489.2,952.2,1504.2,488.6,707.3,1267.0,997.7,288.9,679.6,6211.8,2554.0
,,,,,,,5164,1452.9,925.7,1462.1,495.2,735.2,1245.2,962.0,276.0,655.3,6070.6,2440.7
,,,,,,,5165,1428.6,909.2,1443.3,491.0,726.5,1231.3,941.6,267.7,634.3,5982.7,2362.0
,,,,,,,5166,1421.0,907.9,1461.3,490.5,726.8,1230.0,936.8,264.3,629.8,5962.9,2334.5
,,,,,,,5167,1401.4,904.4,1471.1,489.8,736.6,1230.0,938.7,269.2,627.1,5989.4,2314.5
,,,,,,,5168,1456.1,955.4,1539.7,500.8,786.0,1289.4,985.5,293.2,662.7,6198.3,2419.2
,,,,,,,5169,1569.4,1026.7,1640.4,478.3,860.1,1368.1,1064.3,327.7,717.5,6549.0,2640.4
,,,,,,,5170,1679.9,1084.7,1741.0,492.7,887.5,1429.5,1152.6,370.5,767.7,6895.3,2913.6
,,,,,,,5171,1790.3,1117.6,1820.1,496.5,953.6,1502.8,1245.2,400.9,815.9,7200.2,3184.8
,,,,,,,5172,1861.5,1144.1,1870.9,509.1,967.2,1544.6,1341.2,436.2,854.9,7413.3,3422.6
,,,,,,,5173,1927.0,1185.4,1907.9,497.9,987.9,1561.5,1445.3,461.6,891.9,7592.3,3640.9
,,,,,,,5174,1955.0,1222.1,1927.0,503.7,992.9,1584.4,1536.6,472.4,926.0,7733.3,3840.2
,,,,,,,5175,1990.4,1246.8,1946.4,507.8,1002.7,1629.5,1594.9,484.0,962.4,7879.6,4023.5
,,,,,,,5176,2006.6,1279.2,1965.4,526.8,1000.6,1666.5,1602.2,490.8,997.0,8010.2,4180.9
,,,,,,,5177,2034.7,1315.0,2008.8,507.1,1027.3,1720.3,1617.9,483.2,991.4,8083.6,4306.6
,,,,,,,5178,2060.6,1343.8,2043.5,510.0,1058.7,1775.0,1649.9,483.4,979.1,8025.2,4323.1
,,,,,,,5179,2041.2,1341.1,2043.2,536.7,1056.0,1783.0,1631.1,467.2,978.8,7891.8,4164.6
,,,,,,,5180,1977.2,1297.7,1978.5,546.5,1028.4,1761.3,1572.3,450.8,958.6,7814.3,4001.9
,,,,,,,5181,1915.4,1241.3,1918.3,524.0,1016.3,1724.9,1523.4,438.6,958.5,7866.5,3892.3
,,,,,,,5182,1882.4,1196.9,1858.5,534.6,978.8,1649.3,1449.7,423.6,943.0,7813.3,3724.7
,,,,,,,5183,1778.4,1099.9,1721.5,517.5,904.8,1517.1,1326.5,393.5,889.1,7592.1,3421.9
,,,,,,,5184,1644.9,1006.9,1588.3,477.3,843.5,1392.4,1203.8,363.5,826.1,7284.7,3090.3
,,,,,,,5185,1532.5,937.5,1505.2,492.5,782.9,1297.1,1098.8,331.9,770.0,6966.0,2819.6
,,,,,,,5186,1459.3,897.3,1440.7,473.3,735.2,1232.8,1019.7,309.9,724.7,6715.8,2628.0
,,,,,,,5187,1415.8,870.8,1400.1,467.3,723.7,1204.6,968.3,290.4,681.9,6436.9,2489.0
,,,,,,,5188,1399.3,856.7,1374.7,462.9,714.4,1189.2,939.2,277.6,653.7,6206.2,2396.1
,,,,,,,5189,1409.6,866.6,1395.8,487.5,718.0,1196.4,928.0,271.4,640.8,6115.8,2360.9
,,,,,,,5190,1475.5,920.0,1465.5,486.8,728.9,1231.0,949.6,280.8,651.9,6248.3,2385.6
,,,,,,,5191,1544.2,976.2,1580.1,471.8,799.3,1311.2,988.8,294.6,687.8,6558.7,2469.7
,,,,,,,5192,1668.8,1043.9,1703.4,493.0,888.8,1397.5,1065.5,325.1,748.9,7052.3,2646.1
,,,,,,,5193,1763.3,1116.8,1784.5,514.9,922.2,1435.2,1132.6,349.3,778.8,7479.6,2825.1
,,,,,,,5194,1875.0,1177.1,1844.0,514.3,956.0,1450.7,1171.7,371.4,811.8,7776.6,2962.9
,,,,,,,5195,1991.7,1241.3,1906.0,512.0,974.8,1481.2,1228.5,399.6,842.7,7958.7,3116.5
,,,,,,,5196,2084.1,1299.6,1960.6,553.3,977.0,1515.4,1287.0,417.1,857.8,8104.9,3242.2
,,,,,,,5197,2164.4,1358.6,2006.1,549.4,994.9,1520.3,1348.2,431.2,872.8,8217.3,3386.2
,,,,,,,5198,2262.9,1428.7,2060.4,528.8,1018.7,1563.2,1411.4,458.6,892.2,8265.2,3550.3
,,,,,,,5199,2329.1,1481.4,2099.4,546.3,1039.1,1606.9,1482.2,469.1,912.9,8335.9,3668.3
,,,,,,,5200,2363.3,1523.1,2126.8,548.4,1053.8,1668.5,1554.6,479.5,888.7,8441.8,3841.5
,,,,,,,5201,2390.9,1550.6,2194.3,551.1,1068.5,1745.7,1619.6,489.3,947.7,8544.9,3929.9
,,,,,,,5202,2389.2,1586.2,2230.4,571.6,1088.6,1820.6,1661.3,488.1,965.0,8555.9,3970.9
,,,,,,,5203,2353.7,1589.3,2224.5,573.2,1093.6,1841.0,1644.5,471.3,915.1,8274.7,3914.3
,,,,,,,5204,2286.1,1546.5,2174.1,568.9,1074.9,1825.7,1584.0,448.6,954.1,8073.8,3699.4
,,,,,,,5205,2204.7,1490.5,2099.8,568.4,1054.2,1782.0,1523.2,438.8,920.2,8006.4,3650.5
,,,,,,,5206,2162.5,1429.9,2028.7,524.8,1017.3,1686.8,1439.9,422.7,810.3,7880.7,3556.8
,,,,,,,5207,2037.7,1302.9,1860.6,503.2,942.6,1548.6,1312.9,398.3,788.3,7590.9,3226.3
,,,,,,,5208,1888.5,1188.8,1713.0,484.0,872.3,1421.0,1195.3,362.6,790.0,7194.1,2854.4
,,,,,,,5209,1743.4,1113.3,1608.9,498.1,814.0,1327.8,1081.7,321.6,697.6,6795.2,2630.8
,,,,,,,5210,1646.3,1059.4,1544.7,476.4,795.6,1267.7,1013.4,298.7,656.1,6487.2,2468.0
,,,,,,,5211,1586.4,1023.7,1507.5,495.1,779.5,1233.9,969.1,284.7,591.4,6286.5,2383.9
,,,,,,,5212,1551.8,1004.2,1495.9,490.8,772.9,1217.4,941.6,269.9,554.0,6185.1,2343.7
,,,,,,,5213,1556.7,1007.3,1511.0,491.1,778.2,1234.6,938.8,267.4,536.0,6191.0,2371.5
,,,,,,,5214,1621.8,1055.7,1573.0,500.0,815.5,1289.7,976.1,279.3,608.2,6408.8,2413.3
,,,,,,,5215,1741.7,1117.0,1705.4,488.3,895.4,1383.0,1038.9,318.5,722.2,6885.6,2494.1
,,,,,,,5216,1881.2,1215.6,1821.8,521.2,954.3,1485.1,1111.7,335.8,850.8,7411.6,2616.6
,,,,,,,5217,2008.7,1316.6,1944.1,544.0,971.0,1529.1,1162.8,354.7,829.9,7798.4,2891.0
,,,,,,,5218,2132.8,1412.4,2041.9,546.5,989.3,1563.2,1222.0,370.6,766.7,8048.2,3148.8
,,,,,,,5219,2260.6,1514.7,2150.2,550.7,1022.7,1628.4,1285.6,394.2,839.8,8227.1,3228.2
,,,,,,,5220,2369.5,1609.7,2260.4,554.8,1050.7,1677.8,1354.7,406.2,651.1,8335.3,3489.8
,,,,,,,5221,2410.8,1663.8,2332.7,573.5,1084.1,1732.4,1426.7,411.8,683.1,8362.0,3466.7
,,,,,,,5222,2375.7,1635.0,2425.1,562.9,1106.9,1813.5,1467.4,416.6,598.6,8422.1,3578.2
,,,,,,,5223,2283.2,1578.0,2445.7,585.4,1127.4,1809.5,1522.2,425.1,665.8,8428.1,3597.0
,,,,,,,5224,2302.3,1558.7,2372.2,585.2,1144.6,1869.6,1553.1,440.6,616.6,8499.6,3731.6
,,,,,,,5225,2316.2,1559.2,2307.4,557.2,1142.5,1894.3,1585.8,461.5,781.0,8659.9,3737.6
,,,,,,,5226,2310.0,1560.0,2246.1,548.9,1125.2,1854.0,1603.8,469.4,912.3,8678.2,3789.6
,,,,,,,5227,2200.0,1528.7,2150.6,548.9,1103.2,1871.9,1570.7,462.3,852.0,8377.9,3833.7
,,,,,,,5228,2112.4,1480.4,2131.7,545.9,1076.0,1845.6,1524.4,445.0,716.6,8101.8,3797.2
,,,,,,,5229,2079.0,1460.6,2119.5,546.1,1068.0,1828.1,1494.8,435.7,678.7,7970.3,3731.4
,,,,,,,5230,2049.5,1403.2,2039.4,533.4,1031.7,1768.9,1424.9,416.1,667.9,7825.4,3555.0
,,,,,,,5231,1966.3,1295.3,1907.9,513.1,968.5,1660.1,1323.9,392.9,539.3,7535.0,3357.9
,,,,,,,5232,1847.8,1194.7,1764.2,495.8,909.0,1536.0,1225.1,352.5,511.6,7129.9,3061.1
,,,,,,,5233,1724.5,1119.3,1652.1,517.5,859.0,1445.1,1126.9,313.3,589.5,6721.7,2709.0
,,,,,,,5234,1654.7,1062.2,1585.9,492.1,820.0,1384.9,1058.6,300.0,611.9,6437.2,2517.3
,,,,,,,5235,1610.0,1024.9,1546.8,505.0,809.8,1345.8,1020.1,292.1,641.2,6252.1,2375.8
,,,,,,,5236,1579.5,1009.4,1521.3,505.6,788.3,1319.9,1003.3,283.5,614.7,6150.1,2338.5
,,,,,,,5237,1584.2,1022.0,1529.0,506.2,795.6,1325.9,997.2,281.3,619.2,6162.7,2339.4
,,,,,,,5238,1641.3,1069.9,1610.4,514.4,818.0,1386.0,1038.6,293.0,677.9,6402.9,2398.6
,,,,,,,5239,1767.9,1139.1,1747.0,500.6,902.1,1481.4,1103.2,324.9,770.8,6941.1,2500.8
,,,,,,,5240,1850.2,1218.6,1857.1,540.6,967.0,1576.0,1179.5,347.8,820.1,7505.3,2781.6
,,,,,,,5241,1916.8,1274.9,1929.5,533.7,1009.2,1636.6,1247.6,377.0,841.4,7897.4,2995.6
,,,,,,,5242,1988.7,1303.8,1998.8,532.3,1053.3,1695.8,1328.4,396.1,885.7,8298.8,3110.4
,,,,,,,5243,2055.8,1330.1,2071.3,558.4,1075.0,1730.4,1419.0,420.8,944.5,8542.4,3273.6
,,,,,,,5244,2118.8,1341.3,2119.4,540.8,1110.9,1790.3,1509.7,441.7,987.8,8751.5,3495.0
,,,,,,,5245,2159.6,1351.0,2155.4,556.5,1126.5,1845.7,1568.9,452.6,1017.3,8955.0,3734.5
,,,,,,,5246,2179.4,1365.6,2204.5,580.0,1129.0,1880.0,1654.8,462.1,1048.7,9168.2,3930.4
,,,,,,,5247,2184.1,1387.0,2199.6,570.7,1123.7,1851.6,1706.5,476.4,1069.5,9166.4,4123.0
,,,,,,,5248,2196.0,1393.9,2161.6,552.8,1172.2,1915.3,1630.4,467.1,1037.7,8884.0,4133.4
,,,,,,,5249,2206.0,1411.6,2144.3,574.9,1120.0,1954.2,1610.7,446.9,1013.1,8805.7,4045.6
,,,,,,,5250,2190.9,1430.0,2121.6,585.4,1113.2,1979.3,1582.2,450.9,1026.2,8718.5,4026.8
,,,,,,,5251,2175.4,1439.2,2097.0,582.7,1091.4,1913.3,1521.1,446.9,986.9,8174.7,3960.2
,,,,,,,5252,2117.9,1414.4,2068.5,578.0,1068.3,1868.5,1456.5,430.2,938.9,7936.9,3754.0
,,,,,,,5253,2074.3,1396.8,2048.3,576.3,1055.4,1847.7,1430.9,407.6,908.2,7695.0,3554.0
,,,,,,,5254,2047.3,1358.2,1981.3,564.2,1012.2,1771.3,1353.5,387.2,865.8,7457.4,3319.1
,,,,,,,5255,1948.4,1252.9,1856.4,516.8,959.3,1652.5,1261.3,359.2,810.0,7145.2,3050.9
,,,,,,,5256,1817.2,1159.5,1729.4,506.6,884.7,1524.9,1172.3,329.1,748.6,6743.8,2760.4
,,,,,,,5257,1715.6,1083.7,1629.5,493.1,841.4,1439.5,1079.9,308.4,704.1,6347.9,2524.2
,,,,,,,5258,1643.6,1027.0,1567.3,497.5,798.8,1397.9,1020.5,287.4,667.3,6040.5,2374.4
,,,,,,,5259,1591.7,991.5,1525.4,509.4,779.7,1364.9,987.1,271.6,636.5,5837.3,2265.2
,,,,,,,5260,1538.0,973.2,1495.7,506.1,768.1,1345.8,967.8,262.7,617.8,5714.8,2205.2
,,,,,,,5261,1534.0,981.6,1537.7,509.2,781.7,1359.5,963.8,258.7,609.7,5698.1,2201.3
