Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_A,Demand_MW_B,Demand_MW_C,Demand_MW_D,Demand_MW_E,Demand_MW_F,Demand_MW_G,Demand_MW_H,Demand_MW_I,Demand_MW_J,Demand_MW_K
,,,,,,,210,2031.1,1382.9,2293.2,623.6,1214.1,1626.4,1308.1,392.7,789.7,6661.5,2722.9
,,,,,,,211,2033.0,1379.1,2294.6,618.9,1212.5,1620.0,1317.1,409.9,793.6,6519.7,2751.9
,,,,,,,212,2004.1,1345.2,2244.7,626.3,1189.3,1591.7,1292.1,400.5,781.3,6390.4,2698.1
,,,,,,,213,1962.0,1299.4,2186.8,605.9,1143.2,1537.9,1250.0,393.2,756.6,6193.1,2615.1
,,,,,,,214,1893.3,1232.7,2075.0,608.7,1075.0,1443.5,1184.2,376.3,715.8,5971.7,2479.4
,,,,,,,215,1795.2,1151.9,1955.1,573.8,1009.5,1342.4,1102.8,349.8,656.9,5637.1,2278.9
,,,,,,,216,1703.5,1082.2,1865.3,555.2,951.9,1259.2,1019.8,319.1,607.1,5242.4,2087.3
,,,,,,,217,1642.0,1043.2,1810.8,571.1,911.8,1208.6,962.3,295.6,568.7,4907.8,1957.2
,,,,,,,218,1608.2,1019.7,1772.9,578.9,890.7,1181.0,932.1,286.1,546.1,4717.6,1886.8
,,,,,,,219,1589.1,1008.0,1761.7,575.1,870.5,1158.7,915.8,285.2,531.0,4610.7,1842.8
,,,,,,,220,1589.7,1010.4,1766.9,579.6,865.0,1158.3,913.4,287.6,528.8,4574.3,1833.2
,,,,,,,221,1610.6,1033.9,1799.9,586.9,894.0,1192.0,934.4,288.0,535.4,4633.3,1876.2
,,,,,,,222,1695.0,1111.8,1923.9,596.6,973.6,1270.1,996.5,311.4,572.3,4888.9,1999.3
,,,,,,,223,1835.9,1233.7,2108.0,611.8,1099.3,1417.5,1097.5,350.5,658.7,5421.7,2233.9
,,,,,,,224,1928.5,1305.8,2215.1,643.3,1161.3,1504.5,1169.6,373.7,717.7,5968.3,2396.2
,,,,,,,225,1926.4,1312.9,2220.3,618.8,1146.4,1516.3,1170.9,374.5,725.8,6290.5,2416.0
,,,,,,,226,1941.6,1322.2,2230.7,621.3,1156.0,1494.2,1197.6,371.1,722.7,6441.4,2405.0
,,,,,,,227,1967.2,1331.0,2241.5,620.6,1175.0,1446.6,1209.6,371.9,742.4,6521.3,2384.8
,,,,,,,228,1968.4,1336.2,2244.2,623.6,1175.6,1437.0,1202.9,364.4,747.2,6609.6,2468.1
,,,,,,,229,1953.5,1323.3,2235.8,623.7,1155.2,1436.8,1182.6,360.1,743.0,6633.2,2399.2
,,,,,,,230,1948.0,1312.5,2230.9,622.8,1151.3,1425.7,1179.3,359.2,737.3,6609.5,2372.7
,,,,,,,231,1938.9,1314.9,2214.7,627.6,1155.2,1454.5,1191.0,354.8,741.8,6568.4,2405.1
,,,,,,,232,1924.7,1329.2,2221.4,635.5,1157.0,1503.1,1203.6,364.3,748.4,6631.2,2505.7
,,,,,,,233,1969.3,1366.5,2280.5,650.3,1205.0,1597.1,1263.4,386.8,773.2,6734.0,2653.0
,,,,,,,234,2056.4,1442.7,2395.0,671.3,1283.8,1709.8,1361.3,427.7,821.2,6925.0,2874.0
,,,,,,,235,2066.6,1441.6,2413.0,663.4,1293.7,1716.6,1371.2,438.2,831.4,6811.9,2911.2
,,,,,,,236,2031.9,1407.0,2375.6,682.5,1265.5,1684.1,1344.8,427.7,817.0,6671.6,2853.0
,,,,,,,237,1990.2,1364.9,2309.3,684.7,1221.3,1634.1,1308.1,413.4,789.1,6473.9,2761.8
,,,,,,,238,1915.8,1293.8,2200.9,671.2,1171.1,1548.2,1246.9,391.0,751.3,6214.1,2616.2
,,,,,,,239,1833.2,1209.8,2081.5,654.5,1095.0,1435.8,1155.9,358.5,695.0,5884.9,2408.5
,,,,,,,240,1737.7,1135.5,1975.6,639.1,1025.6,1342.8,1071.4,323.9,636.3,5491.9,2209.7
,,,,,,,241,1677.5,1089.8,1910.0,638.8,993.9,1294.8,1015.3,308.5,603.1,5172.2,2073.3
,,,,,,,242,1647.1,1070.6,1868.8,634.4,968.9,1271.3,984.8,302.2,581.5,4983.4,2004.0
,,,,,,,243,1639.6,1062.5,1857.6,631.1,967.9,1267.8,974.9,305.2,568.3,4868.9,1959.2
,,,,,,,244,1637.6,1063.5,1876.5,636.4,966.3,1276.8,971.9,310.0,564.6,4834.6,1952.2
,,,,,,,245,1660.4,1089.9,1904.0,644.0,990.5,1304.4,995.0,314.5,575.0,4882.0,1996.9
,,,,,,,246,1738.0,1162.4,2023.5,652.5,1069.6,1391.3,1057.2,341.3,618.7,5149.4,2133.3
,,,,,,,247,1890.3,1284.3,2243.6,692.0,1194.9,1549.4,1171.5,376.9,700.1,5693.0,2378.8
,,,,,,,248,1969.3,1359.6,2342.3,708.7,1257.3,1644.5,1234.8,398.1,757.0,6241.5,2537.9
,,,,,,,249,1955.1,1360.8,2340.2,707.1,1251.8,1620.1,1228.1,406.0,764.0,6558.7,2536.6
,,,,,,,250,1951.0,1366.0,2339.0,690.9,1250.9,1554.5,1201.1,400.2,765.7,6736.0,2493.3
,,,,,,,251,1954.7,1359.1,2335.9,665.0,1242.1,1511.8,1186.0,386.1,765.4,6784.5,2432.5
,,,,,,,252,1937.8,1335.6,2323.9,664.8,1220.1,1482.7,1162.8,380.6,754.4,6787.6,2383.7
,,,,,,,253,1906.8,1301.5,2281.0,660.4,1200.1,1462.0,1141.1,378.3,745.7,6764.8,2355.6
,,,,,,,254,1870.8,1291.8,2257.8,660.9,1183.4,1481.5,1152.5,376.7,740.3,6744.0,2354.1
,,,,,,,255,1850.5,1280.9,2233.8,664.4,1171.3,1522.0,1161.2,374.5,744.0,6714.6,2406.7
,,,,,,,256,1836.3,1282.9,2240.4,677.2,1192.8,1560.2,1195.4,392.1,755.7,6742.3,2500.6
,,,,,,,257,1866.8,1312.2,2269.4,711.1,1227.5,1659.4,1261.9,411.3,783.9,6858.2,2671.3
,,,,,,,258,1963.2,1388.9,2355.8,725.6,1275.5,1764.7,1350.3,446.6,830.6,7022.1,2873.6
,,,,,,,259,1980.7,1389.2,2398.4,723.9,1283.6,1766.7,1357.7,452.8,833.8,6908.5,2894.6
,,,,,,,260,1961.8,1356.5,2366.2,718.9,1257.4,1736.3,1339.1,445.5,817.1,6750.2,2830.0
,,,,,,,261,1928.3,1322.7,2321.4,709.6,1227.9,1703.7,1308.3,424.2,794.4,6540.3,2751.1
,,,,,,,262,1875.9,1267.8,2273.2,672.8,1191.5,1637.7,1263.4,409.3,761.8,6336.6,2637.6
,,,,,,,263,1799.1,1196.7,2168.9,652.6,1139.5,1557.5,1198.4,383.7,716.9,6045.8,2472.7
,,,,,,,264,1696.0,1118.6,2079.9,641.8,1080.3,1474.1,1127.1,356.6,672.1,5703.5,2299.2
,,,,,,,265,1628.0,1072.5,2005.9,636.4,1025.7,1417.6,1077.8,328.5,630.5,5379.3,2164.2
,,,,,,,266,1589.0,1045.3,1959.2,661.5,983.8,1381.9,1043.0,322.9,606.7,5178.7,2078.1
,,,,,,,267,1565.2,1022.7,1925.2,657.7,971.6,1359.6,1026.4,319.9,590.4,5042.2,2027.7
,,,,,,,268,1554.1,1009.7,1913.2,655.5,958.5,1348.2,1014.9,312.0,582.0,4963.0,2003.2
,,,,,,,269,1550.5,1008.7,1910.8,656.7,953.7,1350.6,1015.5,309.1,584.0,4942.4,2015.4
,,,,,,,270,1595.4,1041.6,1973.2,665.6,996.4,1385.0,1032.3,314.7,599.5,5010.7,2063.9
,,,,,,,271,1627.6,1085.1,2043.2,677.7,1043.4,1449.0,1077.6,329.7,627.1,5207.9,2167.6
,,,,,,,272,1698.6,1146.1,2119.9,686.5,1102.0,1511.4,1123.6,357.3,659.1,5442.5,2261.9
,,,,,,,273,1725.8,1176.9,2181.6,675.2,1155.9,1556.2,1168.0,388.6,697.3,5708.3,2380.9
,,,,,,,274,1769.4,1209.1,2215.3,671.6,1177.0,1542.6,1203.1,393.1,721.6,5915.0,2459.0
,,,,,,,275,1796.1,1219.8,2218.7,665.5,1150.2,1508.0,1202.6,381.0,715.0,6032.2,2355.9
,,,,,,,276,1793.0,1210.7,2197.3,659.8,1117.3,1470.5,1181.9,378.8,712.8,6124.2,2288.4
,,,,,,,277,1786.0,1196.0,2151.0,649.0,1095.9,1432.7,1153.8,372.6,710.7,6100.3,2261.9
,,,,,,,278,1769.1,1179.1,2134.9,639.4,1079.9,1417.9,1143.8,366.0,706.2,6041.5,2253.8
,,,,,,,279,1762.1,1178.9,2125.9,639.7,1092.5,1443.1,1147.8,363.7,706.5,6005.6,2292.7
,,,,,,,280,1760.1,1186.3,2139.7,647.3,1110.1,1512.4,1165.8,370.2,707.6,6002.3,2366.3
,,,,,,,281,1800.2,1219.5,2198.8,688.5,1114.3,1609.2,1221.1,383.1,732.4,6086.0,2510.5
,,,,,,,282,1880.5,1299.7,2295.2,704.3,1170.3,1699.6,1298.2,410.0,780.1,6284.8,2714.1
,,,,,,,283,1888.1,1302.0,2311.2,703.8,1194.4,1691.3,1299.2,409.0,782.5,6291.6,2716.6
,,,,,,,284,1858.3,1266.4,2273.5,699.6,1177.7,1654.1,1271.8,399.5,765.7,6191.1,2642.7
,,,,,,,285,1831.3,1236.9,2228.9,694.6,1151.8,1611.1,1244.1,387.2,748.6,6058.0,2569.4
,,,,,,,286,1793.5,1190.5,2168.9,654.9,1124.8,1553.9,1196.8,373.3,727.5,5902.9,2474.0
,,,,,,,287,1724.6,1133.6,2087.1,650.4,1064.3,1485.6,1140.3,350.2,696.9,5711.2,2340.5
,,,,,,,288,1661.0,1086.2,2010.3,659.5,1004.0,1422.3,1074.6,325.7,653.8,5453.4,2183.9
,,,,,,,289,1590.8,1042.8,1934.4,659.3,955.3,1375.9,1024.4,301.3,613.4,5188.3,2057.5
,,,,,,,290,1546.0,1009.8,1881.6,657.2,935.9,1352.3,991.1,298.9,585.6,4977.6,1967.4
,,,,,,,291,1526.1,991.9,1859.8,659.0,936.2,1340.2,969.0,291.7,565.8,4833.0,1909.1
,,,,,,,292,1521.2,987.5,1855.3,660.8,928.1,1340.6,954.3,295.8,554.5,4748.5,1879.7
,,,,,,,293,1526.0,994.6,1861.2,663.9,931.0,1351.7,965.4,290.8,556.7,4727.2,1884.8
,,,,,,,294,1544.7,1021.7,1898.3,666.7,970.0,1375.8,981.5,301.2,565.6,4789.5,1920.1
,,,,,,,295,1587.5,1061.9,1985.1,674.0,1014.5,1397.4,1025.1,308.8,589.3,4922.9,1992.1
,,,,,,,296,1639.9,1112.4,2039.1,699.5,1063.5,1462.5,1069.7,328.4,612.4,5122.3,2075.2
,,,,,,,297,1673.0,1145.5,2100.4,713.7,1102.4,1519.3,1110.4,349.2,644.5,5378.8,2184.0
,,,,,,,298,1695.7,1171.7,2122.0,687.6,1135.1,1513.2,1146.1,359.2,659.0,5625.2,2267.0
,,,,,,,299,1694.5,1169.9,2110.7,709.0,1114.6,1482.1,1150.7,361.2,666.3,5799.3,2223.1
,,,,,,,300,1693.6,1165.9,2110.5,678.8,1106.5,1464.7,1137.4,361.1,669.2,5889.6,2217.4
,,,,,,,301,1709.2,1180.2,2100.5,668.9,1099.3,1457.5,1132.4,353.9,672.1,5930.6,2182.4
,,,,,,,302,1706.9,1190.1,2076.6,663.0,1077.0,1458.3,1126.0,347.0,672.2,5922.8,2225.7
,,,,,,,303,1694.5,1196.1,2069.0,661.8,1061.4,1488.0,1134.7,347.3,674.1,5918.3,2312.0
,,,,,,,304,1700.9,1217.4,2064.3,695.0,1064.6,1547.2,1172.3,349.6,683.9,5958.2,2354.2
,,,,,,,305,1752.1,1271.5,2171.3,700.0,1090.3,1653.0,1253.6,369.0,719.2,6081.3,2534.6
,,,,,,,306,1869.2,1360.7,2315.9,688.4,1160.0,1752.7,1357.5,404.4,777.5,6333.0,2765.6
,,,,,,,307,1895.7,1357.8,2335.0,695.4,1180.3,1746.3,1361.8,409.4,787.2,6346.5,2777.5
,,,,,,,308,1882.0,1323.0,2309.7,684.8,1170.2,1709.5,1334.3,408.8,778.0,6296.7,2723.4
,,,,,,,309,1856.6,1284.0,2259.2,674.0,1156.0,1663.3,1297.7,406.0,762.3,6203.7,2656.0
,,,,,,,310,1803.6,1201.5,2164.7,659.7,1101.4,1581.2,1237.4,384.3,728.2,6025.9,2516.4
,,,,,,,311,1731.6,1124.4,2061.8,641.6,1066.1,1485.6,1159.0,351.7,679.5,5756.6,2338.5
,,,,,,,312,1661.0,1063.3,1983.0,633.5,1031.1,1412.2,1093.6,320.9,632.5,5431.2,2162.7
,,,,,,,313,1625.6,1024.1,1910.2,664.6,992.6,1377.5,1049.2,304.4,597.9,5170.2,2032.3
,,,,,,,314,1604.1,1007.1,1905.0,663.1,976.2,1362.3,1028.1,299.9,581.1,5000.5,1966.9
,,,,,,,315,1593.9,998.6,1896.2,664.5,971.8,1360.9,1019.5,300.2,572.3,4895.1,1923.1
,,,,,,,316,1603.0,1004.9,1902.2,633.4,976.6,1359.3,1018.0,307.0,566.1,4871.3,1915.1
,,,,,,,317,1621.5,1038.0,1943.3,633.6,975.7,1389.8,1040.7,314.6,576.6,4938.7,1954.6
,,,,,,,318,1709.4,1126.5,2059.0,652.9,1031.1,1476.0,1112.0,330.9,616.1,5214.3,2083.2
,,,,,,,319,1848.1,1254.8,2288.8,684.2,1135.3,1620.0,1236.8,364.8,690.6,5755.2,2318.6
,,,,,,,320,1945.3,1336.8,2393.8,721.7,1181.3,1702.5,1304.3,386.4,758.8,6300.0,2482.7
,,,,,,,321,1958.0,1346.1,2382.7,693.7,1193.6,1670.7,1289.6,397.1,772.9,6617.8,2513.9
,,,,,,,322,1955.8,1347.5,2370.9,709.2,1199.1,1617.5,1256.1,384.0,767.0,6806.3,2541.1
,,,,,,,323,1937.1,1325.5,2343.6,709.8,1183.0,1563.6,1222.4,371.9,762.2,6843.5,2556.6
,,,,,,,324,1926.8,1290.0,2288.7,701.7,1165.5,1530.9,1192.9,369.4,751.1,6814.0,2525.1
,,,,,,,325,1898.0,1267.8,2233.4,675.3,1149.5,1502.6,1167.9,361.4,744.3,6778.8,2398.8
,,,,,,,326,1891.3,1249.7,2204.2,688.7,1123.1,1502.2,1162.1,359.8,737.3,6763.0,2343.3
,,,,,,,327,1870.6,1251.9,2172.9,687.1,1103.6,1520.6,1173.1,357.1,734.3,6740.1,2357.4
,,,,,,,328,1870.0,1277.5,2188.5,689.3,1119.9,1567.8,1208.0,371.7,747.3,6755.8,2446.8
,,,,,,,329,1890.9,1312.5,2244.6,697.9,1111.9,1647.5,1277.8,391.6,775.4,6866.8,2626.9
,,,,,,,330,2003.6,1415.4,2406.4,702.7,1202.0,1761.8,1389.1,434.7,829.4,7049.4,2869.3
,,,,,,,331,2030.6,1426.9,2424.4,689.1,1231.1,1769.7,1409.7,452.5,841.3,6948.3,2915.1
,,,,,,,332,2016.1,1404.7,2400.4,671.1,1211.8,1744.6,1394.9,445.5,826.8,6807.5,2855.8
,,,,,,,333,1972.5,1366.3,2349.8,663.0,1177.0,1681.5,1348.9,433.5,799.1,6603.7,2764.9
,,,,,,,334,1908.2,1293.5,2293.0,650.1,1148.0,1590.8,1281.2,413.7,758.8,6340.0,2609.1
,,,,,,,335,1801.0,1193.6,2166.8,636.4,1088.8,1502.0,1191.9,375.8,698.4,5958.8,2393.4
,,,,,,,336,1688.0,1106.3,2049.1,644.1,1022.1,1408.0,1107.2,329.9,642.1,5531.7,2194.4
,,,,,,,337,1609.6,1060.6,1933.3,643.1,948.7,1354.4,1049.8,306.8,599.6,5183.4,2060.2
,,,,,,,338,1563.4,1038.8,1900.3,637.1,941.4,1338.0,1028.2,296.3,578.7,4990.1,1996.4
,,,,,,,339,1547.3,1018.3,1871.3,630.3,936.1,1328.6,1015.0,298.6,569.6,4879.6,1955.1
,,,,,,,340,1536.8,1010.9,1859.8,632.7,938.2,1334.8,1013.0,305.5,564.0,4843.4,1946.8
,,,,,,,341,1553.1,1034.3,1872.4,602.6,954.4,1362.3,1029.0,315.4,571.8,4890.3,1990.4
,,,,,,,342,1621.3,1110.0,1995.9,651.9,1002.1,1454.1,1098.9,332.8,606.8,5144.0,2121.1
,,,,,,,343,1779.0,1234.3,2208.8,663.7,1122.0,1602.5,1210.6,372.6,682.9,5702.5,2356.5
,,,,,,,344,1892.3,1316.5,2314.5,685.3,1172.5,1683.0,1261.5,397.8,748.0,6247.8,2506.4
,,,,,,,345,1933.3,1337.9,2287.5,674.7,1195.9,1684.3,1258.1,395.6,747.7,6520.7,2471.6
,,,,,,,346,1955.3,1339.3,2277.2,689.3,1188.0,1676.0,1248.3,371.8,752.0,6642.6,2400.7
,,,,,,,347,1989.7,1333.3,2286.2,678.6,1170.2,1651.9,1228.3,365.2,741.8,6693.7,2348.3
,,,,,,,348,1999.1,1332.0,2280.7,653.1,1163.0,1616.9,1213.1,359.7,735.3,6694.2,2295.1
,,,,,,,349,1975.5,1331.8,2257.1,642.1,1158.2,1581.6,1179.4,348.9,729.2,6683.7,2274.4
,,,,,,,350,1986.7,1332.8,2261.4,637.3,1150.4,1563.9,1168.5,343.8,723.3,6651.8,2292.8
,,,,,,,351,1983.7,1329.2,2233.0,635.1,1143.0,1548.9,1172.9,344.8,730.8,6630.0,2328.6
,,,,,,,352,1964.8,1326.7,2224.8,638.4,1129.1,1557.7,1184.9,356.8,747.3,6671.9,2436.4
,,,,,,,353,1983.0,1362.7,2287.3,645.6,1141.9,1622.7,1251.7,371.4,769.1,6772.1,2584.1
,,,,,,,354,2028.3,1424.6,2375.1,657.7,1190.9,1718.9,1351.0,410.7,812.8,6959.0,2819.0
,,,,,,,355,2022.7,1415.8,2366.5,656.3,1206.8,1708.7,1363.9,425.6,824.5,6848.9,2861.4
,,,,,,,356,2003.7,1381.1,2323.1,650.7,1202.6,1669.5,1352.4,428.4,810.3,6700.8,2807.5
,,,,,,,357,1964.3,1333.9,2261.6,640.3,1166.5,1603.4,1316.7,415.1,784.1,6479.6,2726.1
,,,,,,,358,1899.1,1257.9,2154.9,616.4,1104.3,1525.4,1251.1,390.7,745.3,6227.8,2578.8
,,,,,,,359,1799.6,1179.2,2021.3,600.7,1011.7,1415.5,1157.5,355.4,686.8,5858.9,2372.8
,,,,,,,360,1692.7,1098.1,1904.2,612.2,937.3,1326.7,1073.8,321.2,631.8,5438.8,2176.5
,,,,,,,361,1622.0,1047.7,1814.9,597.4,877.4,1271.7,1021.1,299.4,591.5,5096.0,2051.6
,,,,,,,362,1582.9,1020.2,1786.5,597.7,851.5,1240.7,997.5,290.5,572.5,4900.6,1988.3
,,,,,,,363,1553.5,1006.2,1760.2,597.8,839.2,1236.2,988.9,288.0,561.7,4776.4,1951.2
,,,,,,,364,1536.7,1004.6,1757.4,594.1,851.5,1229.1,993.9,284.8,556.7,4733.6,1940.0
,,,,,,,365,1560.3,1030.2,1796.4,597.6,877.4,1250.7,1016.6,289.4,561.9,4784.6,1978.8
,,,,,,,366,1620.1,1103.9,1891.7,613.1,938.6,1328.8,1070.7,318.4,599.3,5045.4,2104.3
,,,,,,,367,1765.6,1222.8,2072.2,644.0,1042.1,1471.4,1175.0,352.0,675.9,5603.1,2333.0
,,,,,,,368,1875.7,1304.5,2173.9,660.7,1126.3,1547.9,1236.8,374.3,743.7,6149.7,2467.3
,,,,,,,369,1898.2,1313.9,2168.1,628.8,1140.3,1542.1,1254.8,371.0,757.9,6474.6,2492.5
,,,,,,,370,1909.5,1315.1,2154.8,628.5,1140.3,1548.9,1260.1,370.1,765.8,6651.3,2542.1
,,,,,,,371,1923.1,1324.9,2146.4,633.8,1132.2,1552.7,1241.2,366.0,766.3,6699.5,2566.9
,,,,,,,372,1898.4,1308.4,2139.5,633.4,1121.7,1525.1,1226.7,359.0,746.5,6698.2,2490.8
,,,,,,,373,1857.6,1312.4,2114.9,648.1,1103.5,1489.7,1191.0,346.1,743.4,6711.8,2420.4
,,,,,,,374,1843.0,1301.5,2119.1,647.3,1092.1,1504.8,1198.7,346.2,734.6,6700.9,2384.1
,,,,,,,375,1827.8,1276.1,2113.9,631.7,1100.2,1498.7,1198.4,350.7,733.7,6649.7,2445.4
,,,,,,,376,1814.1,1286.7,2116.4,648.7,1115.5,1511.4,1217.3,349.1,743.6,6658.7,2486.7
,,,,,,,377,1865.8,1321.0,2183.2,664.6,1161.3,1580.3,1259.9,372.0,767.1,6738.5,2611.9
,,,,,,,378,1981.8,1416.5,2321.2,683.7,1231.4,1668.5,1328.8,392.8,808.8,6873.6,2807.0
,,,,,,,379,2019.4,1428.9,2366.2,680.9,1234.2,1671.8,1337.1,399.5,811.9,6749.6,2835.5
,,,,,,,380,2008.0,1402.1,2341.0,689.4,1205.0,1647.9,1313.7,397.9,793.6,6585.0,2766.5
,,,,,,,381,1965.0,1367.0,2299.8,654.1,1165.4,1607.8,1279.7,386.7,764.6,6373.3,2677.8
,,,,,,,382,1907.7,1300.4,2202.4,638.2,1117.0,1520.7,1220.5,364.3,729.2,6127.1,2525.2
,,,,,,,383,1809.2,1213.6,2073.8,622.9,1062.2,1421.0,1133.0,333.5,676.9,5776.5,2318.8
,,,,,,,384,1713.4,1136.2,1956.5,615.9,998.3,1339.7,1055.8,303.7,624.4,5376.3,2123.7
,,,,,,,385,1649.7,1089.5,1895.8,617.2,952.6,1306.0,1007.5,286.7,586.5,5065.1,1999.3
,,,,,,,386,1628.6,1067.6,1872.1,620.3,924.8,1281.9,984.6,279.0,568.7,4895.6,1938.0
,,,,,,,387,1610.1,1055.1,1861.1,647.1,921.2,1270.2,977.5,274.6,561.8,4797.0,1902.6
,,,,,,,388,1617.7,1058.7,1868.3,650.3,923.6,1277.3,982.0,277.7,556.8,4767.5,1898.1
,,,,,,,389,1644.4,1086.4,1906.1,659.2,952.0,1319.1,1002.3,284.6,565.7,4830.3,1947.2
,,,,,,,390,1726.6,1167.1,2057.5,659.2,1008.8,1409.1,1067.7,310.6,605.0,5096.1,2082.5
,,,,,,,391,1872.3,1302.0,2276.2,669.1,1110.4,1564.5,1180.4,347.8,680.6,5646.2,2321.6
,,,,,,,392,1987.7,1388.3,2387.9,686.2,1164.7,1653.0,1239.0,366.5,739.9,6186.0,2470.9
,,,,,,,393,1993.3,1382.0,2382.3,696.0,1165.4,1624.2,1237.0,363.8,752.7,6457.9,2471.3
,,,,,,,394,1997.8,1377.6,2371.2,679.5,1163.2,1563.3,1215.2,367.2,755.9,6616.1,2441.8
,,,,,,,395,2019.3,1380.2,2356.3,672.5,1154.5,1512.2,1203.7,359.1,752.5,6654.0,2347.0
,,,,,,,396,2001.9,1368.4,2319.2,668.2,1135.2,1498.8,1186.4,349.9,737.8,6666.0,2299.1
,,,,,,,397,1961.3,1344.3,2262.5,661.3,1105.7,1483.0,1160.7,340.0,729.7,6678.1,2298.7
,,,,,,,398,1973.0,1346.8,2241.4,656.1,1102.8,1490.7,1173.2,343.2,740.4,6663.6,2349.2
,,,,,,,399,1948.9,1344.8,2236.7,655.4,1108.2,1515.1,1200.0,352.8,739.6,6683.7,2405.6
,,,,,,,400,1930.0,1348.2,2244.7,658.8,1108.7,1554.7,1235.4,366.0,762.7,6757.4,2541.9
,,,,,,,401,1948.3,1368.7,2307.6,680.7,1115.0,1648.8,1289.7,377.1,783.6,6849.2,2680.8
,,,,,,,402,2030.2,1446.1,2417.7,684.3,1186.1,1752.9,1384.2,409.8,828.0,6989.9,2856.5
,,,,,,,403,2037.6,1446.0,2417.3,684.9,1191.3,1762.2,1394.6,423.4,833.3,6876.2,2878.4
,,,,,,,404,2013.5,1412.9,2388.2,681.4,1185.3,1728.5,1384.0,420.3,817.2,6712.7,2815.2
,,,,,,,405,1962.5,1366.7,2335.6,670.7,1156.4,1676.5,1348.2,401.6,791.1,6502.2,2727.5
,,,,,,,406,1870.3,1291.5,2235.7,687.4,1091.8,1586.8,1274.8,370.5,749.4,6243.6,2583.6
,,,,,,,407,1761.5,1194.7,2083.4,669.7,1037.3,1488.7,1183.6,334.0,695.3,5889.2,2371.3
,,,,,,,408,1682.0,1109.8,1933.3,655.8,977.2,1401.8,1104.3,296.1,639.8,5475.1,2166.6
,,,,,,,409,1592.8,1044.0,1856.1,649.4,918.9,1346.5,1048.3,280.2,598.8,5141.5,2027.3
,,,,,,,410,1552.5,1012.9,1821.4,628.5,899.3,1315.7,1033.2,262.4,573.3,4952.1,1952.2
,,,,,,,411,1534.9,994.1,1789.6,611.3,891.0,1296.6,1018.3,268.7,560.7,4834.0,1907.3
,,,,,,,412,1535.9,992.5,1780.2,600.9,889.2,1298.6,1007.9,269.2,561.0,4769.6,1886.7
,,,,,,,413,1560.0,1026.2,1834.3,603.6,905.3,1327.2,1026.7,267.6,567.6,4811.3,1917.1
,,,,,,,414,1628.4,1093.5,1926.9,620.9,980.0,1411.1,1071.9,298.8,605.3,5069.2,2037.3
,,,,,,,415,1777.0,1208.8,2123.2,641.9,1071.8,1545.1,1144.2,338.0,679.0,5567.2,2261.2
,,,,,,,416,1886.3,1283.8,2230.8,654.2,1129.8,1609.9,1213.7,363.2,739.1,6047.9,2411.4
,,,,,,,417,1894.2,1292.1,2231.9,649.0,1144.4,1614.1,1256.4,367.9,757.4,6344.6,2465.5
,,,,,,,418,1907.0,1305.0,2246.3,646.8,1142.8,1615.2,1275.1,369.0,768.2,6554.9,2517.8
,,,,,,,419,1921.9,1316.5,2247.5,676.3,1140.8,1604.9,1273.6,365.0,773.5,6605.2,2517.3
,,,,,,,420,1915.4,1317.9,2231.8,673.1,1132.6,1598.2,1262.6,359.4,770.3,6620.0,2433.4
,,,,,,,421,1907.7,1302.4,2206.8,664.8,1115.7,1583.4,1245.3,355.1,767.3,6643.1,2382.9
,,,,,,,422,1903.8,1293.0,2185.1,663.3,1098.0,1575.3,1233.0,352.6,760.6,6630.9,2368.1
,,,,,,,423,1886.8,1282.3,2185.1,663.7,1086.3,1559.7,1218.1,352.4,753.0,6586.1,2390.4
,,,,,,,424,1872.6,1278.1,2168.5,663.8,1084.6,1556.2,1220.8,369.6,761.0,6584.9,2443.9
,,,,,,,425,1901.5,1296.3,2204.1,674.2,1101.9,1607.6,1249.6,392.1,786.1,6691.4,2579.0
,,,,,,,426,1955.2,1348.6,2261.3,681.6,1131.3,1667.7,1305.1,403.3,810.6,6757.7,2711.1
,,,,,,,427,1964.8,1339.5,2252.7,678.8,1139.3,1648.1,1305.1,411.7,810.8,6594.3,2704.7
,,,,,,,428,1937.7,1302.3,2217.0,674.1,1116.8,1601.9,1281.0,402.4,794.1,6421.2,2634.2
,,,,,,,429,1909.6,1268.5,2163.7,663.1,1091.2,1557.7,1249.9,386.7,765.4,6221.0,2552.0
,,,,,,,430,1854.2,1213.4,2085.1,654.5,1038.3,1494.8,1207.8,355.1,733.0,6002.0,2442.0
,,,,,,,431,1764.6,1139.0,1959.8,640.9,970.9,1414.4,1135.3,325.8,691.5,5710.7,2287.3
,,,,,,,432,1675.1,1070.0,1878.2,634.4,919.9,1352.5,1069.7,290.7,640.0,5377.4,2117.7
,,,,,,,433,1588.5,1011.9,1771.9,617.2,878.9,1294.2,1021.6,273.3,597.7,5089.9,1987.4
,,,,,,,434,1545.3,983.4,1700.4,627.8,860.5,1265.0,991.1,265.7,574.4,4882.9,1900.3
,,,,,,,435,1525.9,976.6,1732.2,602.4,853.4,1263.6,971.4,264.3,557.5,4746.9,1851.3
,,,,,,,436,1517.4,981.5,1734.6,629.4,849.6,1262.9,964.6,264.5,548.8,4674.7,1828.8
,,,,,,,437,1531.1,999.0,1753.2,620.0,876.2,1269.6,968.7,265.7,552.4,4662.9,1848.8
