BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t4455,26299.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26299.7
t4456,26657.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26657.0
t4457,26897.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26897.0
t4458,26845.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26845.2
t4459,26261.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26261.5
t4460,25482.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25482.5
t4461,24849.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24849.6
t4462,24397.399999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24397.399999999998
t4463,23336.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23336.3
t4464,21979.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21979.0
t4465,20644.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20644.7
t4466,19654.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19654.4
t4467,18942.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18942.8
t4468,18521.357535994775,0.0,-57.65753599477356,0.0,0.0,0.0,0.0,0.0,0.0,-18463.7
t4469,18317.8,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-18212.8
t4470,18265.3,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-18160.3
t4471,18642.8,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-18537.8
t4472,19602.5,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19707.5
t4473,21193.1,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21298.1
t4474,22741.5,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22846.5
t4475,24112.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24112.5
t4476,25045.300000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25045.300000000003
t4477,25542.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25542.4
t4478,25659.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25659.4
t4479,25576.899999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25576.899999999998
t4480,25266.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25266.5
t4481,25033.300000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25033.300000000003
t4482,24935.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24935.5
t4483,24562.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24562.0
t4484,23943.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23943.1
t4485,23492.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23492.6
t4486,23098.600000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23098.600000000002
t4487,22101.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22101.0
t4488,20810.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20810.2
t4489,19587.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19587.9
t4490,18611.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18611.1
t4491,17864.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17864.4
t4492,17313.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17313.2
t4493,16968.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16968.5
t4494,16728.600000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16728.600000000002
t4495,16842.857535994775,0.0,-57.65753599477356,0.0,0.0,0.0,0.0,0.0,0.0,-16785.2
t4496,17458.7,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-17353.7
t4497,18331.6,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-18226.6
t4498,19329.1,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-19224.1
t4499,20149.6,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20254.6
t4500,20974.9,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21079.9
t4501,21609.7,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21714.7
t4502,22084.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22084.9
t4503,22338.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22338.4
t4504,22561.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22561.8
t4505,22875.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22875.2
t4506,23114.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23114.4
t4507,22960.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22960.7
t4508,22337.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22337.9
t4509,21690.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21690.0
t4510,21345.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21345.2
t4511,20206.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20206.0
t4512,18760.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18760.5
t4513,17586.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17586.7
t4514,16791.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16791.2
t4515,16240.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16240.300000000001
t4516,15953.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15953.8
t4517,16076.357535994772,0.0,-57.65753599477356,0.0,0.0,0.0,0.0,0.0,0.0,-16018.699999999999
t4518,16672.1,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-16567.1
t4519,17792.8,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-17687.8
t4520,19275.5,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-19170.5
t4521,19965.7,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20070.7
t4522,20482.0,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20587.0
t4523,20951.2,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21056.2
t4524,21426.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21426.8
t4525,21614.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21614.1
t4526,21996.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21996.0
t4527,22405.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22405.0
t4528,22941.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22941.0
t4529,23563.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23563.0
t4530,23944.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23944.7
t4531,23622.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23622.2
t4532,22888.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22888.1
t4533,22144.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22144.6
t4534,21580.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21580.1
t4535,20194.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20194.9
t4536,18569.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18569.7
t4537,17235.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17235.1
t4538,16392.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16392.5
t4539,15886.732568697233,0.0,-36.832568697232496,0.0,0.0,0.0,0.0,0.0,0.0,-15849.9
t4540,15652.7,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-15547.7
t4541,15700.8,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-15595.8
t4542,16183.399999999998,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-16078.4
t4543,17485.7,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-17380.7
t4544,19022.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19022.6
t4545,20334.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20334.5
t4546,21317.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21317.2
t4547,22261.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22261.7
t4548,23026.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23026.6
t4549,23667.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23667.3
t4550,24352.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24352.6
t4551,25059.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25059.0
t4552,25738.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25738.0
t4553,26384.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26384.0
t4554,26710.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26710.5
t4555,26260.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26260.4
t4556,25411.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25411.3
t4557,24543.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24543.4
t4558,23841.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23841.6
t4559,22295.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22295.6
t4560,20486.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20486.6
t4561,18981.800000000007,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18981.8
t4562,17980.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17980.6
t4563,17256.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17256.6
t4564,16821.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16821.2
t4565,16777.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16777.9
t4566,17228.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17228.3
t4567,18416.862507707665,0.0,-4.362507707664559,0.0,0.0,0.0,0.0,0.0,0.0,-18412.5
t4568,20058.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20058.2
t4569,21452.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21452.1
t4570,22691.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22691.0
t4571,23925.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23925.0
t4572,25005.800000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25005.800000000003
t4573,25873.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25873.2
t4574,26696.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26696.0
t4575,27339.800000000003,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27339.800000000003
t4576,27848.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27848.7
t4577,28219.3,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28324.3
t4578,28488.199999999997,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28593.199999999997
t4579,28127.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28127.3
t4580,27322.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27322.0
t4581,26531.399999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26531.399999999998
t4582,25930.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25930.3
t4583,24269.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24269.9
t4584,22386.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22386.5
t4585,20841.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20841.8
t4586,19673.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19673.8
t4587,18879.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18879.0
t4588,18408.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18408.1
t4589,18303.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18303.0
t4590,18742.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18742.7
t4591,19929.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19929.2
t4592,21617.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21617.4
t4593,22885.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22885.5
t4594,23932.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23932.8
t4595,24973.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24973.9
t4596,25846.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25846.5
t4597,26520.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26520.5
t4598,27025.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27025.3
t4599,27086.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27086.6
t4600,26951.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26951.5
t4601,26763.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26763.9
t4602,26428.899999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26428.899999999998
t4603,25840.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25840.6
t4604,25212.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25212.6
t4605,24772.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24772.0
t4606,23936.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23936.4
t4607,22481.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22481.7
t4608,20776.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20776.2
t4609,19459.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19459.1
t4610,18487.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18487.8
t4611,17838.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17838.7
t4612,17406.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17406.0
t4613,17363.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17363.3
t4614,17878.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17878.6
t4615,19043.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19043.5
t4616,20713.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20713.3
t4617,21989.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21989.2
t4618,23038.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23038.6
t4619,23902.899999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23902.899999999998
t4620,24547.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24547.3
t4621,24997.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24997.4
t4622,25454.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25454.5
t4623,25756.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25756.7
t4624,25874.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25874.9
t4625,25996.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25996.5
t4626,25885.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25885.2
t4627,25151.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25151.9
t4628,24226.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24226.4
t4629,23337.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23337.5
t4630,22781.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22781.3
t4631,21522.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21522.9
t4632,19978.699999999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19978.699999999997
t4633,18616.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18616.2
t4634,17607.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17607.7
t4635,16862.600000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16862.600000000002
t4636,16332.099999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16332.1
t4637,16076.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16076.7
t4638,16036.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16036.7
t4639,16368.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16368.5
t4640,17454.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17454.9
t4641,18712.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18712.7
t4642,19917.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19917.3
t4643,20935.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20935.7
t4644,21697.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21697.0
t4645,22284.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22284.8
t4646,22771.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22771.6
t4647,23341.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23341.8
t4648,23955.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23955.8
t4649,24505.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24505.2
t4650,24811.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24811.4
t4651,24581.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24581.8
t4652,23599.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23599.5
t4653,23005.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23005.8
t4654,22674.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22674.0
t4655,21819.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21819.8
t4656,20623.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20623.9
t4657,19458.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19458.7
t4658,18474.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18474.6
t4659,17715.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17715.4
t4660,17114.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17114.2
t4661,16796.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16796.9
t4662,16586.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16586.6
t4663,16684.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16684.7
t4664,17670.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17670.6
t4665,19078.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19078.5
t4666,20547.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20547.8
t4667,21775.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21775.3
t4668,22844.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22844.6
t4669,23586.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23586.9
t4670,24004.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24004.2
t4671,24404.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24404.5
t4672,24782.399999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24782.399999999998
t4673,25174.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25174.9
t4674,25392.699999999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25392.699999999997
t4675,25229.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25229.5
t4676,24569.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24569.6
t4677,23827.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23827.3
t4678,23378.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23378.8
t4679,22025.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22025.4
t4680,20344.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20344.2
t4681,18980.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18980.2
t4682,17950.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17950.0
t4683,17127.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17127.7
t4684,16692.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16692.4
t4685,16642.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16642.4
t4686,17017.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17017.5
t4687,18143.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18143.7
t4688,19807.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19807.3
t4689,21035.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21035.9
t4690,21941.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21941.2
t4691,22791.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22791.7
t4692,23452.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23452.3
t4693,24042.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24042.5
t4694,24771.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24771.9
t4695,25424.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25424.7
t4696,26095.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26095.2
t4697,26689.199999999997,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26689.199999999997
t4698,26950.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26950.5
t4699,26430.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26430.5
t4700,25544.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25544.1
t4701,24727.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24727.6
t4702,24086.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24086.9
t4703,22547.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22547.5
t4704,20720.600000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20720.6
t4705,19234.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19234.6
t4706,18150.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18150.3
t4707,17326.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17326.6
t4708,17039.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17039.2
t4709,17076.945919729238,0.0,-50.84591972924012,0.0,0.0,0.0,0.0,0.0,0.0,-17026.1
t4710,17531.2,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-17426.2
t4711,18768.1,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-18663.1
t4712,20483.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20483.8
t4713,21951.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21951.6
t4714,23220.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23220.6
t4715,24431.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24431.0
t4716,25514.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25514.0
t4717,26494.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26494.5
t4718,27466.976727978723,0.0,-1.2767279787213495,0.0,0.0,0.0,0.0,0.0,0.0,-27465.7
t4719,28109.6,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28214.6
t4720,28624.4,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28729.4
t4721,29135.3,105.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29240.3
t4722,29124.36593634819,71.03406365181155,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29195.4
t4723,28713.9,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28713.9
t4724,27913.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27913.5
t4725,27250.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27250.3
t4726,26581.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26581.0
t4727,25048.3,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25048.3
t4728,23233.4,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23233.4
t4729,21714.8,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21714.8
t4730,20599.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20599.5
t4731,19833.5,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19833.5
t4732,19368.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19368.6
t4733,19294.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19294.1
t4734,19855.7,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19855.7
t4735,21279.43256869723,0.0,-36.832568697232496,0.0,0.0,0.0,0.0,0.0,0.0,-21242.6
t4736,23040.3,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-22935.3
t4737,24443.6,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-24338.6
t4738,25617.2,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-25512.2
t4739,26855.8,0.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,-26750.8
